Activity Name,Activity Date/Time,Activity Type,Total Distance (km),Total Duration (min),Total Ascent (m),Total Descent (m),Total Calories,Average HR,Max HR,Aerobic TE,Anaerobic TE,Average Pace (min/km),Average Respiration Rate,Lap #,Lap Distance (m),Lap Time (sec),Lap Pace (min/km),Lap Avg HR,Lap Max HR,Lap Avg Cadence,Lap Max Cadence,Ground Contact Time (ms),GCT Balance (L/R),Vertical Oscillation (cm),Stride Length (m),Vertical Ratio,Lap Ascent (m),Lap Descent (m),Lap Avg Power (watts),Lap Max Power (watts),Lap Avg Respiration Rate
North Vancouver District Trail Running,2025-10-31 06:25:50,trail_running,3.8,32.71,127.47999998927116,125.18999999761581,444.0,147.0,173.0,2.9000000953674316,0.0,1.9379999637603762,,1,3802.76,1962.461,8.6,147.0,173.0,134.109375,245.0,289.79998779296875,,7.840000152587891,0.88,9.210000038146973,127.48,125.19,268.0,614.0,
Virtual Running,2025-11-17 12:41:33,virtual_run,0.73,32.4,,,507.0,156.0,173.0,3.700000047683716,0.0,0.3779999911785126,,1,733.85,1943.927,44.15,156.0,173.0,153.921875,177.0,293.29998779296875,,9.030000305175781,1.02,8.890000343322754,,,319.0,526.0,
heat training HR rocketing!!,2025-11-17 12:42:32,virtual_run,5.02,31.5,0.0,0.0,383.0,157.0,173.0,3.5999999046325684,0.0,2.6579999923706055,,1,5024.14,1890.0,6.27,157.0,173.0,156.0,176.0,,,,1.02,,0.0,0.0,0.0,0.0,
Virtual Running,2025-11-24 13:21:48,virtual_run,4.99,32.88,,,488.0,149.0,163.0,3.299999952316284,0.0,2.5269999504089355,,1,1000.0,451.434,7.52,133.0,153.0,142.25,169.0,295.0,,8.950000000000001,1.0,9.0,,,274.0,399.0,
Virtual Running,2025-11-24 13:21:48,virtual_run,4.99,32.88,,,488.0,149.0,163.0,3.299999952316284,0.0,2.5269999504089355,,2,1000.0,376.835,6.28,147.0,156.0,157.34375,165.0,295.0,,9.040000152587892,1.01,8.930000305175781,,,329.0,394.0,
Virtual Running,2025-11-24 13:21:48,virtual_run,4.99,32.88,,,488.0,149.0,163.0,3.299999952316284,0.0,2.5269999504089355,,3,1000.0,379.121,6.32,153.0,162.0,155.84375,160.0,297.70001220703125,,9.080000305175782,1.01,8.960000038146973,,,326.0,383.0,
Virtual Running,2025-11-24 13:21:48,virtual_run,4.99,32.88,,,488.0,149.0,163.0,3.299999952316284,0.0,2.5269999504089355,,4,1000.0,388.978,6.48,160.0,163.0,154.4375,160.0,302.6000061035156,,9.05,1.0,9.0600004196167,,,317.0,368.0,
Virtual Running,2025-11-24 13:21:48,virtual_run,4.99,32.88,,,488.0,149.0,163.0,3.299999952316284,0.0,2.5269999504089355,,5,985.72,376.64,6.37,157.0,161.0,156.515625,163.0,297.8999938964844,,9.01999969482422,1.0,8.989999771118164,,,322.0,385.0,
slow and low,2025-11-24 13:22:35,virtual_run,5.03,32.73,0.0,0.0,386.0,149.0,163.0,3.4000000953674316,0.0,2.558000087738037,,1,5025.5,1964.0,6.51,149.0,163.0,152.0,168.0,,,,1.01,,0.0,0.0,0.0,0.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,1,1800.28,902.012,8.35,146.0,169.0,109.71875,203.0,289.3999938964844,,8.35,0.98,8.9399995803833,72.59,98.6,236.0,733.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,10,94.38,26.541,4.69,150.0,164.0,134.78125,185.0,225.0,,8.790000152587892,1.33,6.659999847412109,11.47,0.0,581.0,941.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,11,170.48,206.18,20.16,154.0,174.0,40.828125,172.0,266.6000061035156,,5.95,0.84,7.230000019073486,8.74,0.0,103.0,868.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,12,64.6,30.953,7.99,150.0,164.0,140.515625,187.0,276.70001220703125,,7.480000305175782,0.83,9.270000457763672,16.21,0.0,541.0,772.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,13,562.98,466.875,13.82,143.0,170.0,84.5,159.0,318.0,,5.779999923706055,0.79,7.46999979019165,7.27,25.62,103.0,775.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,14,1883.11,989.647,8.76,147.0,165.0,125.21875,222.0,297.20001220703125,,7.430000305175781,0.86,8.75,53.56,102.06,222.0,684.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,2,185.34,46.695,4.2,162.0,172.0,163.234375,186.0,219.8000030517578,,9.30999984741211,1.48,6.400000095367432,27.11,0.0,814.0,1066.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,3,94.55,71.488,12.6,156.0,176.0,112.359375,168.0,272.20001220703125,,5.970000076293946,0.81,7.960000038146973,1.26,11.65,186.0,969.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,4,121.52,34.112,4.68,162.0,169.0,165.265625,181.0,230.3000030517578,,8.6,1.27,6.860000133514404,14.56,0.0,638.0,942.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,5,91.2,116.206,21.24,155.0,171.0,70.203125,170.0,275.0,,5.770000076293946,0.99,8.109999656677246,1.07,9.25,93.0,752.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,6,124.61,33.232,4.44,152.0,168.0,146.859375,192.0,214.0,,8.919999694824218,1.45,6.239999771118164,10.93,0.0,576.0,879.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,7,96.95,120.827,20.77,159.0,168.0,78.984375,168.0,305.0,,5.65,0.83,9.960000038146973,1.79,6.39,114.0,713.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,8,95.75,24.717,4.3,152.0,162.0,128.953125,198.0,206.3000030517578,,8.580000305175782,1.51,5.829999923706055,8.0,3.15,481.0,768.0,
North Vancouver District Trail Running,2025-11-30 11:40:02,trail_running,5.52,53.81,247.74000000953674,256.7300000190735,693.0,149.0,176.0,3.4000000953674316,2.4000000953674316,1.7079999446868899,,9,129.69,158.873,20.42,157.0,168.0,45.96875,176.0,249.5,,5.940000152587891,0.91,6.769999980926514,13.17,0.0,113.0,729.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,1,660.4,356.444,9.0,107.0,134.0,122.140625,161.0,301.6000061035156,,8.790000152587892,1.01,9.069999694824219,,,227.0,399.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,10,33.84,62.16,30.61,169.0,179.0,90.03125,167.0,276.79998779296875,,5.720000076293946,1.03,8.699999809265137,,,66.0,386.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,11,304.11,91.174,5.0,162.0,178.0,148.734375,169.0,255.0,,10.030000305175783,1.4,7.400000095367432,,,404.0,598.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,12,17.99,63.805,59.11,168.0,180.0,29.3125,180.0,244.0,,6.320000076293946,1.48,7.010000228881836,,,22.0,494.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,13,308.24,94.852,5.13,162.0,180.0,145.375,171.0,247.60000610351562,,10.00999984741211,1.42,7.260000228881836,,,390.0,644.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,14,2.76,65.631,396.32,169.0,181.0,45.5,150.0,,,5.329999923706055,0.06,,,,6.0,99.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,15,72.2,30.943,7.14,153.0,158.0,152.484375,169.0,274.6000061035156,,9.25,1.13,8.329999923706055,,,281.0,619.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,16,0.0,20.161,,162.0,164.0,58.703125,167.0,236.0,,10.680000305175781,1.57,6.78000020980835,,,13.0,254.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,17,96.47,30.834,5.33,166.0,172.0,153.0625,171.0,268.3999938964844,,9.569999694824219,1.37,7.28000020980835,,,382.0,542.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,18,12.2,20.458,27.95,173.0,175.0,39.203125,166.0,244.0,,10.350000000000001,1.47,7.039999961853027,,,86.0,491.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,19,97.29,31.041,5.32,171.0,174.0,144.21875,172.0,238.39999389648438,,10.040000152587892,1.45,6.989999771118164,,,383.0,608.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,2,17.11,11.642,11.34,136.0,138.0,166.578125,180.0,296.70001220703125,,7.909999847412109,0.96,9.069999694824219,,,196.0,318.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,20,13.73,20.812,25.26,173.0,175.0,33.234375,169.0,227.0,,10.70999984741211,1.64,6.53000020980835,,,81.0,582.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,21,105.17,31.9,5.06,174.0,177.0,158.125,173.0,237.10000610351562,,10.230000305175782,1.49,6.949999809265137,,,399.0,607.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,22,18.36,20.72,18.81,178.0,179.0,32.578125,168.0,227.0,,10.70999984741211,1.64,6.53000020980835,,,104.0,547.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,23,118.1,31.884,4.5,174.0,178.0,159.78125,175.0,226.89999389648438,,10.280000305175783,1.59,6.619999885559082,,,440.0,640.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,24,10.49,20.509,32.59,179.0,181.0,8.34375,167.0,218.0,,11.25999984741211,1.9,5.940000057220459,,,59.0,594.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,25,130.22,30.986,3.97,178.0,180.0,152.515625,176.0,216.1999969482422,,10.36999969482422,1.81,5.920000076293945,,,469.0,666.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,26,78.65,201.404,42.68,146.0,181.0,71.8125,158.0,344.29998779296875,,5.909999847412109,0.72,10.5600004196167,,,46.0,260.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,3,738.11,169.353,3.82,161.0,172.0,167.109375,172.0,237.0,,10.34000015258789,1.62,6.630000114440918,,,514.0,645.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,4,94.59,128.825,22.7,148.0,172.0,68.6875,168.0,262.29998779296875,,6.190000152587891,1.24,7.590000152587891,,,73.0,458.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,5,605.52,181.59,5.0,161.0,178.0,157.796875,167.0,266.79998779296875,,10.15,1.33,7.730000019073486,,,413.0,629.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,6,70.34,130.324,30.88,149.0,179.0,67.34375,160.0,259.0,,5.720000076293946,1.01,7.010000228881836,,,46.0,474.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,7,329.6,91.148,4.61,153.0,175.0,165.21875,172.0,238.5,,10.580000305175782,1.55,6.880000114440918,,,441.0,624.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,8,49.19,73.454,24.89,164.0,178.0,75.640625,167.0,341.5,,5.740000152587891,1.23,7.46999979019165,,,62.0,573.0,
Treadmill Running,2025-12-09 12:52:37,treadmill_running,4.3,35.01,,,490.0,151.0,181.0,3.5999999046325684,2.9000000953674316,2.0460000038146973,,9,313.63,88.788,4.72,161.0,177.0,157.1875,169.0,252.8000030517578,,10.130000305175782,1.41,7.369999885559082,,,431.0,633.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,1,1000.0,301.823,5.03,150.0,165.0,161.640625,233.0,271.1000061035156,,9.730000305175782,1.22,7.960000038146973,6.92,6.98,417.0,494.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,10,88.89,61.625,11.55,175.0,183.0,113.59375,163.0,258.79998779296875,,6.15,0.81,7.699999809265137,0.0,0.0,161.0,516.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,11,322.03,87.557,4.53,171.0,179.0,161.328125,169.0,255.6999969482422,,9.880000305175782,1.33,7.449999809265137,0.0,0.0,472.0,618.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,12,89.66,60.429,11.23,172.0,181.0,119.84375,163.0,270.29998779296875,,6.45999984741211,0.89,7.349999904632568,1.24,1.15,193.0,445.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,13,109.74,29.372,4.46,162.0,167.0,144.453125,171.0,261.6000061035156,,9.430000305175781,1.23,7.699999809265137,0.0,0.0,386.0,537.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,14,27.48,19.998,12.13,169.0,170.0,116.34375,167.0,284.29998779296875,,6.819999694824219,0.88,8.5,0.0,0.0,180.0,452.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,15,109.99,27.487,4.17,169.0,173.0,159.0,172.0,235.5,,9.330000305175782,1.35,6.989999771118164,0.0,0.0,499.0,643.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,16,43.57,33.006,12.63,173.0,175.0,111.484375,165.0,258.0,,6.6199996948242195,0.95,8.0,1.18,0.0,196.0,543.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,17,116.94,31.021,4.42,170.0,173.0,154.84375,168.0,254.0,,9.480000305175782,1.35,7.400000095367432,0.0,0.0,462.0,614.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,18,38.19,26.751,11.67,171.0,172.0,82.328125,165.0,281.79998779296875,,7.30999984741211,1.02,9.010000228881836,1.26,0.0,149.0,486.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,2,1000.0,299.043,4.98,168.0,172.0,161.328125,165.0,271.5,,9.850000000000001,1.24,7.940000057220459,0.0,0.0,412.0,472.0,
Isla Mujeres Running,2025-12-13 11:37:43,running,5.27,30.49,21.44999998807907,19.109999999403954,477.0,163.0,183.0,3.5999999046325684,2.0999999046325684,2.880000114440918,,3,1000.0,416.109,6.94,160.0,171.0,140.203125,165.0,291.29998779296875,,8.580000305175782,1.03,8.449999809265137,2.49,4.67,288.0,404.0,
