Activity Name,Activity Date/Time,Activity Type,Total Distance (km),Total Duration (min),Total Ascent (m),Total Descent (m),Total Calories,Average HR,Max HR,Aerobic TE,Anaerobic TE,Average Pace (min/km),Average Respiration Rate,Lap #,Lap Distance (m),Lap Time (sec),Lap Pace (min/km),Lap Avg HR,Lap Max HR,Lap Avg Cadence,Lap Max Cadence,Ground Contact Time (ms),GCT Balance (L/R),Vertical Oscillation (cm),Stride Length (m),Vertical Ratio,Lap Ascent (m),Lap Descent (m),Lap Avg Power (watts),Lap Max Power (watts),Lap Avg Respiration Rate
Treadmill Running,2025-12-23 12:36:31,treadmill_running,8.41,59.72,,,706.0,145.0,183.0,3.9000000953674316,0.4000000059604645,2.3480000495910645,,6,1000.0,526.166,8.77,155.0,183.0,120.4375,161.0,289.5,,7.780000305175782,1.3,7.869999885559082,,,220.0,475.0,
Treadmill Running,2025-12-23 12:36:31,treadmill_running,8.41,59.72,,,706.0,145.0,183.0,3.9000000953674316,0.4000000059604645,2.3480000495910645,,7,632.74,401.797,10.58,133.0,157.0,123.15625,172.0,295.20001220703125,,6.7,0.94,8.90999984741211,,,175.0,697.0,
Treadmill Running,2025-12-23 12:36:31,treadmill_running,8.41,59.72,,,706.0,145.0,183.0,3.9000000953674316,0.4000000059604645,2.3480000495910645,,8,74.58,31.261,6.99,150.0,152.0,155.734375,167.0,278.5,,9.75999984741211,1.22,8.15999984741211,,,308.0,597.0,
Treadmill Running,2025-12-23 12:36:31,treadmill_running,8.41,59.72,,,706.0,145.0,183.0,3.9000000953674316,0.4000000059604645,2.3480000495910645,,9,312.94,89.933,4.79,160.0,164.0,159.359375,171.0,272.70001220703125,,9.990000152587891,1.31,7.849999904632568,,,426.0,693.0,
Treadmill Running,2025-12-24 18:30:36,treadmill_running,15.24,75.23,,,1025.0,147.0,162.0,3.5999999046325684,0.20000000298023224,3.375999927520752,,1,15239.91,4513.903,4.94,147.0,162.0,155.125,163.0,275.29998779296875,,10.280000305175783,1.32,7.840000152587891,,,421.0,507.0,
North Vancouver District - Z2 long technical,2025-12-26 12:11:33,trail_running,16.57,119.44,553.0299999993294,554.7699999809265,1535.0,149.0,166.0,4.199999809265137,0.20000000298023224,2.312000036239624,,1,16246.9,6913.089,7.09,150.0,166.0,149.5,240.0,284.6000061035156,,8.15,0.95,8.880000114440918,551.48,551.53,317.0,619.0,
North Vancouver District - Z2 long technical,2025-12-26 12:11:33,trail_running,16.57,119.44,553.0299999993294,554.7699999809265,1535.0,149.0,166.0,4.199999809265137,0.20000000298023224,2.312000036239624,,2,320.68,253.089,13.15,120.0,142.0,85.375,174.0,377.8999938964844,,6.070000076293946,0.8,7.860000133514404,1.55,3.24,111.0,271.0,
Treadmill Running,2025-12-28 15:08:05,treadmill_running,0.47,4.6,,,46.0,117.0,133.0,0.4000000059604645,0.0,1.7020000219345093,,1,469.96,276.18,9.79,117.0,133.0,129.796875,195.0,302.20001220703125,,7.45999984741211,0.85,8.979999542236328,,,199.0,407.0,
Treadmill Running,2025-12-29 11:34:37,treadmill_running,6.13,35.03,,,502.0,154.0,174.0,3.5999999046325684,0.0,2.9149999618530273,,1,1271.8,612.257,8.02,136.0,158.0,140.78125,240.0,300.5,,8.719999694824219,0.97,9.229999542236328,,,261.0,429.0,
Treadmill Running,2025-12-29 11:34:37,treadmill_running,6.13,35.03,,,502.0,154.0,174.0,3.5999999046325684,0.0,2.9149999618530273,,2,4398.28,1199.391,4.54,166.0,174.0,160.875,167.0,263.3999938964844,,10.35999984741211,1.38,7.539999961853027,,,455.0,502.0,
Treadmill Running,2025-12-29 11:34:37,treadmill_running,6.13,35.03,,,502.0,154.0,174.0,3.5999999046325684,0.0,2.9149999618530273,,3,456.13,290.143,10.6,138.0,171.0,126.59375,161.0,309.29998779296875,,6.990000152587891,0.85,9.4399995803833,,,177.0,451.0,
Treadmill Running,2026-01-02 16:26:06,treadmill_running,10.47,59.13,,,755.0,149.0,173.0,3.700000047683716,0.5,2.9519999027252197,,1,2385.98,900.126,6.29,124.0,142.0,167.234375,188.0,270.79998779296875,,8.30999984741211,0.98,8.619999885559082,,,319.0,446.0,
Treadmill Running,2026-01-02 16:26:06,treadmill_running,10.47,59.13,,,755.0,149.0,173.0,3.700000047683716,0.5,2.9519999027252197,,2,3369.32,901.623,4.46,165.0,173.0,165.28125,179.0,251.5,,9.969999694824219,1.37,7.309999942779541,,,449.0,530.0,
Treadmill Running,2026-01-02 16:26:06,treadmill_running,10.47,59.13,,,755.0,149.0,173.0,3.700000047683716,0.5,2.9519999027252197,,3,116.19,242.908,34.84,130.0,171.0,73.734375,163.0,356.3999938964844,,5.550000000000001,1.34,7.730000019073486,,,48.0,422.0,
Treadmill Running,2026-01-02 16:26:06,treadmill_running,10.47,59.13,,,755.0,149.0,173.0,3.700000047683716,0.5,2.9519999027252197,,4,3332.77,900.242,4.5,167.0,173.0,166.375,181.0,249.89999389648438,,9.80999984741211,1.35,7.320000171661377,,,447.0,537.0,
Treadmill Running,2026-01-02 16:26:06,treadmill_running,10.47,59.13,,,755.0,149.0,173.0,3.700000047683716,0.5,2.9519999027252197,,5,1269.08,602.917,7.92,145.0,173.0,152.015625,190.0,287.8999938964844,,7.969999694824219,0.86,9.40999984741211,,,255.0,443.0,
North Vancouver District Trail Running,2026-01-04 08:51:24,trail_running,12.71,114.15,605.660000026226,602.2800000011921,1319.0,141.0,180.0,3.5999999046325684,0.5,1.8559999465942383,,1,12713.82,6849.228,8.98,141.0,180.0,126.390625,240.0,292.8999938964844,,7.440000152587891,0.85,9.25,605.66,602.28,247.0,677.0,
Treadmill Running,2026-01-05 16:45:18,treadmill_running,4.8,30.03,,,427.0,142.0,151.0,3.0,0.0,2.6640000343322754,,1,6129.66,1801.773,4.9,142.0,151.0,176.125,193.0,244.6999969482422,,8.59000015258789,1.17,7.360000133514404,,,413.0,532.0,
Treadmill Running,2026-01-07 17:35:02,treadmill_running,1.31,8.66,,,116.0,134.0,146.0,2.0,0.0,2.5220000743865967,,1,1310.28,519.638,6.61,134.0,146.0,170.296875,189.0,263.8999938964844,,7.530000305175782,0.9,8.539999961853027,,,307.0,406.0,
North Vancouver Track Running,2026-01-11 14:59:55,track_running,8.41,44.22,0.0,0.0,723.0,164.0,187.0,4.699999809265137,2.299999952316284,3.1700000762939453,,1,1800.0,613.785,5.68,153.0,166.0,163.53125,194.0,270.70001220703125,,8.5,1.05,8.260000228881836,0.0,0.0,356.0,514.0,
North Vancouver Track Running,2026-01-11 14:59:55,track_running,8.41,44.22,0.0,0.0,723.0,164.0,187.0,4.699999809265137,2.299999952316284,3.1700000762939453,,2,1810.0,608.74,5.61,156.0,170.0,165.421875,179.0,275.3999938964844,,8.90999984741211,1.06,8.4399995803833,0.0,0.0,374.0,476.0,
North Vancouver Track Running,2026-01-11 14:59:55,track_running,8.41,44.22,0.0,0.0,723.0,164.0,187.0,4.699999809265137,2.299999952316284,3.1700000762939453,,3,4490.0,1201.069,4.46,177.0,187.0,157.890625,179.0,266.1000061035156,,10.530000305175783,1.41,7.53000020980835,0.0,0.0,478.0,769.0,
North Vancouver Track Running,2026-01-11 14:59:55,track_running,8.41,44.22,0.0,0.0,723.0,164.0,187.0,4.699999809265137,2.299999952316284,3.1700000762939453,,4,310.0,229.664,12.35,146.0,183.0,95.1875,163.0,252.0,,6.070000076293946,0.81,7.550000190734863,0.0,0.0,126.0,594.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,1,2115.35,862.238,6.79,133.0,149.0,174.0625,202.0,266.0,,7.430000305175781,0.86,8.739999771118164,,,297.0,427.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,10,556.26,180.728,5.41,169.0,183.0,170.359375,189.0,248.5,,8.450000000000001,1.14,7.539999961853027,,,370.0,497.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,11,72.96,173.532,39.64,150.0,183.0,68.6875,176.0,293.0,,6.919999694824219,1.14,7.949999809265137,,,52.0,412.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,12,448.14,266.558,9.91,140.0,151.0,128.234375,188.0,282.0,,7.130000305175781,0.81,8.869999885559082,,,195.0,395.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,2,676.35,181.582,4.47,170.0,178.0,192.40625,214.0,222.39999389648438,,7.800000000000001,1.19,6.639999866485596,,,438.0,531.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,3,24.85,120.704,80.96,149.0,178.0,56.3125,184.0,272.6000061035156,,5.729999923706055,1.22,6.96999979019165,,,20.0,440.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,4,604.5,180.446,4.98,164.0,179.0,177.453125,209.0,237.0,,8.130000305175782,1.15,7.139999866485596,,,399.0,581.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,5,90.55,120.669,22.21,155.0,179.0,76.484375,174.0,270.1000061035156,,6.740000152587891,1.04,8.420000076293945,,,86.0,397.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,6,574.66,184.87,5.36,166.0,182.0,170.5625,196.0,241.1999969482422,,8.280000305175781,1.15,7.289999961853027,,,373.0,555.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,7,22.96,116.402,84.5,153.0,179.0,49.109375,165.0,317.0,,5.25,0.24,,,,23.0,142.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,8,554.99,179.971,5.4,168.0,181.0,173.984375,196.0,243.5,,8.230000305175782,1.12,7.380000114440918,,,370.0,463.0,
Treadmill Running,2026-01-17 16:39:00,treadmill_running,5.77,45.03,,,631.0,150.0,183.0,3.799999952316284,2.9000000953674316,2.13700008392334,,9,30.62,133.811,72.83,155.0,181.0,38.671875,179.0,256.5,,6.740000152587891,1.07,7.889999866485596,,,27.0,395.0,
North Vancouver District - 90min Z2 Base + Cadence,2026-01-19 11:29:23,trail_running,13.78,105.93,493.2399999946356,482.93000000715256,1340.0,146.0,170.0,4.0,0.4000000059604645,2.1679999828338623,,1,1365.91,600.0,7.32,134.0,165.0,148.75,195.0,275.29998779296875,,7.95999984741211,0.91,8.8100004196167,30.35,28.71,308.0,603.0,
North Vancouver District - 90min Z2 Base + Cadence,2026-01-19 11:29:23,trail_running,13.78,105.93,493.2399999946356,482.93000000715256,1340.0,146.0,170.0,4.0,0.4000000059604645,2.1679999828338623,,10,2174.89,998.432,7.65,131.0,159.0,146.265625,203.0,267.20001220703125,,7.069999694824219,0.89,8.1899995803833,1.88,83.87,228.0,457.0,
North Vancouver District - 90min Z2 Base + Cadence,2026-01-19 11:29:23,trail_running,13.78,105.93,493.2399999946356,482.93000000715256,1340.0,146.0,170.0,4.0,0.4000000059604645,2.1679999828338623,,2,2048.25,900.0,7.32,147.0,168.0,170.28125,227.0,270.29998779296875,,7.230000305175782,0.81,9.199999809265137,65.29,66.47,320.0,660.0,
North Vancouver District - 90min Z2 Base + Cadence,2026-01-19 11:29:23,trail_running,13.78,105.93,493.2399999946356,482.93000000715256,1340.0,146.0,170.0,4.0,0.4000000059604645,2.1679999828338623,,3,32.2,17.56,9.09,158.0,160.0,188.5,196.0,279.6000061035156,,5.770000076293946,0.5,11.520000457763672,3.67,0.0,400.0,426.0,
North Vancouver District - 90min Z2 Base + Cadence,2026-01-19 11:29:23,trail_running,13.78,105.93,493.2399999946356,482.93000000715256,1340.0,146.0,170.0,4.0,0.4000000059604645,2.1679999828338623,,4,1910.74,900.0,7.85,156.0,163.0,175.34375,195.0,276.29998779296875,,6.95,0.72,9.829999923706055,128.35,4.73,379.0,533.0,
North Vancouver District - 90min Z2 Base + Cadence,2026-01-19 11:29:23,trail_running,13.78,105.93,493.2399999946356,482.93000000715256,1340.0,146.0,170.0,4.0,0.4000000059604645,2.1679999828338623,,5,109.51,60.0,9.13,159.0,160.0,187.3125,214.0,272.1000061035156,,6.290000152587891,0.62,10.09000015258789,11.26,0.0,391.0,416.0,
North Vancouver District - 90min Z2 Base + Cadence,2026-01-19 11:29:23,trail_running,13.78,105.93,493.2399999946356,482.93000000715256,1340.0,146.0,170.0,4.0,0.4000000059604645,2.1679999828338623,,6,2061.06,900.0,7.28,155.0,168.0,171.390625,200.0,279.6000061035156,,7.419999694824219,0.79,9.529999732971191,107.51,24.29,364.0,535.0,
North Vancouver District - 90min Z2 Base + Cadence,2026-01-19 11:29:23,trail_running,13.78,105.93,493.2399999946356,482.93000000715256,1340.0,146.0,170.0,4.0,0.4000000059604645,2.1679999828338623,,7,125.43,60.0,7.97,158.0,163.0,189.8125,208.0,270.6000061035156,,6.170000076293945,0.61,10.050000190734863,6.6,0.0,339.0,391.0,
North Vancouver District - 90min Z2 Base + Cadence,2026-01-19 11:29:23,trail_running,13.78,105.93,493.2399999946356,482.93000000715256,1340.0,146.0,170.0,4.0,0.4000000059604645,2.1679999828338623,,8,2347.12,1320.0,9.37,150.0,170.0,119.546875,243.0,273.20001220703125,,7.050000000000001,0.79,9.319999694824219,118.97,172.29,211.0,560.0,
North Vancouver District - 90min Z2 Base + Cadence,2026-01-19 11:29:23,trail_running,13.78,105.93,493.2399999946356,482.93000000715256,1340.0,146.0,170.0,4.0,0.4000000059604645,2.1679999828338623,,9,1601.74,600.0,6.24,142.0,160.0,177.171875,222.0,266.6000061035156,,7.680000305175781,0.89,8.739999771118164,19.35,102.57,292.0,499.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,1,1588.36,604.852,6.35,133.0,153.0,170.6875,186.0,269.29998779296875,,7.930000305175781,0.93,8.680000305175781,,,320.0,415.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,10,571.03,181.589,5.3,176.0,188.0,156.109375,188.0,248.3000030517578,,9.030000305175781,1.23,7.429999828338623,,,379.0,499.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,11,118.39,165.025,23.23,150.0,187.0,84.921875,180.0,288.0,,5.6200000762939455,1.33,7.150000095367432,,,72.0,461.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,2,754.08,189.364,4.19,173.0,180.0,182.703125,207.0,220.10000610351562,,8.219999694824219,1.3,6.599999904632568,,,463.0,671.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,3,202.76,180.415,14.83,140.0,174.0,114.5,166.0,418.79998779296875,,5.779999923706055,0.69,8.59000015258789,,,115.0,157.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,4,644.18,181.255,4.69,164.0,182.0,178.796875,200.0,236.1999969482422,,8.36999969482422,1.18,7.269999980926514,,,427.0,558.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,5,211.26,182.094,14.37,146.0,181.0,110.046875,173.0,247.0,,5.820000076293946,0.68,8.670000076293945,,,116.0,429.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,6,590.27,181.654,5.13,173.0,183.0,171.09375,187.0,250.6999969482422,,8.69000015258789,1.17,7.639999866485596,,,392.0,512.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,7,185.3,181.364,16.31,146.0,182.0,101.015625,174.0,250.0,,5.720000076293946,0.92,8.079999923706055,,,101.0,410.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,8,596.59,181.697,5.08,166.0,184.0,169.5,190.0,247.3000030517578,,8.640000152587891,1.2,7.400000095367432,,,395.0,544.0,
Treadmill Running,2026-01-21 16:01:48,treadmill_running,5.64,40.17,,,576.0,152.0,188.0,3.700000047683716,3.5999999046325684,2.3389999866485596,,9,175.45,180.982,17.19,150.0,184.0,100.421875,172.0,253.0,,5.70999984741211,1.19,7.610000133514404,,,97.0,411.0,
West Vancouver Trail Running,2026-01-25 14:47:43,trail_running,9.92,82.03,564.419999986887,560.4300000071526,1048.0,151.0,168.0,3.799999952316284,0.0,2.0160000324249268,,1,9921.5,4921.975,8.27,151.0,168.0,132.671875,215.0,283.79998779296875,,7.230000305175782,0.86,8.869999885559082,564.42,560.43,265.0,623.0,
Treadmill Intervals 3x2min (5x),2026-01-30 15:51:22,treadmill_running,4.05,30.0,,,394.0,143.0,179.0,3.0999999046325684,2.0,2.249000072479248,,1,338.81,159.306,7.84,109.0,136.0,152.96875,179.0,273.3999938964844,,7.880000305175781,0.89,9.020000457763672,,,256.0,399.0,
Treadmill Intervals 3x2min (5x),2026-01-30 15:51:22,treadmill_running,4.05,30.0,,,394.0,143.0,179.0,3.0999999046325684,2.0,2.249000072479248,,2,1278.46,504.511,6.58,138.0,147.0,174.953125,184.0,271.20001220703125,,7.669999694824219,0.87,9.029999732971191,,,305.0,401.0,
Treadmill Intervals 3x2min (5x),2026-01-30 15:51:22,treadmill_running,4.05,30.0,,,394.0,143.0,179.0,3.0999999046325684,2.0,2.249000072479248,,3,657.82,181.952,4.61,168.0,175.0,183.546875,191.0,235.6999969482422,,8.3,1.18,7.090000152587891,,,424.0,489.0,
Treadmill Intervals 3x2min (5x),2026-01-30 15:51:22,treadmill_running,4.05,30.0,,,394.0,143.0,179.0,3.0999999046325684,2.0,2.249000072479248,,4,137.82,129.553,15.67,151.0,173.0,115.859375,182.0,275.70001220703125,,5.940000152587891,0.68,9.170000076293945,,,119.0,405.0,
Treadmill Intervals 3x2min (5x),2026-01-30 15:51:22,treadmill_running,4.05,30.0,,,394.0,143.0,179.0,3.0999999046325684,2.0,2.249000072479248,,5,627.34,183.813,4.88,167.0,179.0,176.5,186.0,246.5,,8.69000015258789,1.17,7.429999828338623,,,402.0,517.0,
Treadmill Intervals 3x2min (5x),2026-01-30 15:51:22,treadmill_running,4.05,30.0,,,394.0,143.0,179.0,3.0999999046325684,2.0,2.249000072479248,,6,140.16,129.195,15.36,149.0,176.0,111.390625,176.0,273.0,,5.790000152587891,0.67,8.84000015258789,,,114.0,270.0,
Treadmill Intervals 3x2min (5x),2026-01-30 15:51:22,treadmill_running,4.05,30.0,,,394.0,143.0,179.0,3.0999999046325684,2.0,2.249000072479248,,7,100.93,37.19,6.14,147.0,162.0,162.578125,182.0,254.60000610351562,,8.069999694824219,1.05,8.0,,,320.0,461.0,
Treadmill Intervals 3x2min (5x),2026-01-30 15:51:22,treadmill_running,4.05,30.0,,,394.0,143.0,179.0,3.0999999046325684,2.0,2.249000072479248,,8,767.96,474.742,10.3,136.0,163.0,145.328125,178.0,295.8999938964844,,6.95999984741211,0.73,9.8100004196167,,,191.0,326.0,
